"GenBank","Seq.Names","Clade.Label","MajorGroup","Group","ThermoMode","Class","Order","Family","Species","dN","dS","Clade","Clade.Age","Tip.Age","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","Div.Rate","BAMM.Lambda","ClaDS.Rate","Div.Rate.DNA","BAMM.Lambda.DNA","ClaDS.Rate.DNA","NTR","NTR.DNA","Habitat","Length","BodyMass","Longevity","MaturityAge","Fecundity","Migration","Ref.BodyMass","Ref.Fecundity","Ref.MaturityAge","Ref.Longevity"
"KP090062.1","Cercocebus_atys_atys_KP090062.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercocebus_atys",9.56559e-10,8.261652e-09,"Mammals2349",11.61314251,5.46137789,8.46969696969697,25.4204483,11.94376709,27.30271606,23.82672577,0.43186088,0.503059031,0.377883549,0.290832564,0.371378529,0.278059765,21,20,"Terrestrial",NA,6941.24,46,0.58,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"KJ434959.1","Cercocebus_torquatus_KJ434959.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercocebus_torquatus",7.9383e-10,1.082707e-08,"Mammals2349",11.61314251,5.46137789,3.90625,24.98316803,9.571039429,26.2993103,23.5762146,0.453138663,0.503059031,0.385204952,0.522868967,0.371456701,0.300892614,21,21,"Terrestrial",NA,7293.07,38,4.67,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KC757403.1","Mandrillus_sphinx_KC757403.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Mandrillus_sphinx",6.3191e-10,9.563434e-09,"Mammals2349",11.61314251,5.44204338,2.1,23.48329468,7.224368286,24.43997498,22.37066956,0.20888818,0.503059031,0.332399786,0.201190488,0.371289819,0.268391217,19,19,"Terrestrial",NA,16685.06,43.17,4,1.07,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KT696596.1","Mandrillus_leucophaeus_KT696596.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Mandrillus_leucophaeus",6.52463e-10,1.022276e-08,"Mammals2349",11.61314251,3.64164905,5.125,24.24956665,10.88706055,25.85123901,22.79003754,0.20888818,0.503059031,0.332087654,0.201190488,0.371324263,0.27882522,19,19,"Terrestrial",NA,14253.3,36.2,5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KC757390.1","Cercocebus_chrysogaster_KC757390.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercocebus_chrysogaster",7.34324e-10,9.051501e-09,"Mammals2349",11.61314251,3.64164905,2.86363636363636,23.98488159,4.054000244,24.52970886,23.42731018,0.598642694,0.503059031,0.372176488,0.376639737,0.371484895,0.294353728,21,20,"Terrestrial",NA,9610,46,4.17,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"NC_002764.1","Macaca_sylvanus_NC_002764.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_sylvanus",8.72763e-10,1.3117852e-08,"Mammals2349",11.61314251,8.86890481,34.0333333333333,12.07813263,64.61130859,21.84606934,3.654748535,0.107242403,0.503058995,0.310193554,0.114306081,0.37114876,0.287410745,17,17,"Terrestrial",NA,11471.53,25.55,4.78,1.5,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KM851006.1","Macaca_fascicularis_KM851006.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_fascicularis",7.0834e-10,9.492797e-09,"Mammals2349",11.61314251,5.70217332,8.13333333333333,25.62568665,7.658236084,26.67277832,24.39949646,0.408698081,0.503059071,0.389576514,0.262403302,0.371360628,0.341777262,21,20,"Terrestrial",NA,4569.32,38.5,3.86,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KM360179.1","Macaca_arctoides_KM360179.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_arctoides",1.013416e-09,1.1241202e-08,"Mammals2349",11.61314251,4.90219888,21.6694915254237,20.16812592,43.87581055,25.43346405,13.44273224,0.349328574,0.503059071,0.40858014,0.315957417,0.371741062,0.336757547,21,21,"Terrestrial",NA,9358.04,29.6,4.25,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KJ567053.1","Macaca_mulatta_KJ567053.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_mulatta",7.924e-10,1.0113776e-08,"Mammals2349",11.61314251,2.94814747,26.2087378640777,19.24858246,56.42941406,26.41745911,10.69133682,0.52879941,0.503059071,0.436021197,0.613928338,0.371790173,0.378384279,23,23,"Terrestrial",NA,6455.19,38,4,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KM023192.1","Macaca_cyclopis_KM023192.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_cyclopis",6.29755e-10,9.162104e-09,"Mammals2349",11.61314251,2.94814747,23.7857142857143,18.34557037,42.15775391,23.56586304,12.30127258,0.423030876,0.503059071,0.416732235,0.427246545,0.371690475,0.372555363,22,22,"Terrestrial",NA,5748.94,21,4.5,1,NA,"Generation length for mammals","Worldspecies.org","Worldspecies.org","Worldspecies.org"
"KU564271.1","Macaca_leucogenys_KU564271.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_leucogenys",9.66573e-10,9.889e-09,"Mammals2349",11.61314251,5.78701777,28.5,10.47907257,53.62552734,17.14628906,2.694006729,0.971371086,0.503059071,0.462615396,NA,NA,NA,25,NA,"Terrestrial",NA,18000,36.94106134,4.514669237,1.034083028,NA,"https://neprimateconservancy.org/white-cheeked-macaque/","Estimated by maximum longevity of Primates","Estimated by age of first reproduction of Primates","Estimated by body mass of Primates"
"NC_037437.1","Macaca_sinica_NC_037437.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_sinica",9.184e-10,1.019343e-08,"Mammals2349",11.61314251,4.67593512,7.4,26.503125,9.750838013,27.74491272,25.01791992,0.408698081,0.503059071,0.377735201,NA,NA,NA,21,NA,"Terrestrial",NA,4655.99,32.15,4.5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals"
"EU294187.1","Macaca_thibetana_EU294187.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_thibetana",6.05378e-10,5.89742e-09,"Mammals2349",11.61314251,1.67536677,28.4416058394161,13.84138641,69.74539063,22.97762909,3.766993332,0.421140253,0.503059434,0.382508727,0.436338668,0.371546688,0.346620043,21,21,"Terrestrial",NA,10593.06,27,3.92,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Worldspecies.org","Generation length for mammals"
"KF990122.1","Macaca_assamensis_KF990122.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_assamensis",8.40724e-10,7.724895e-09,"Mammals2349",11.61314251,1.67536677,24.1288659793814,16.13507843,45.89096191,21.57167053,9.124776459,0.421140253,0.503059434,0.392531877,0.436338668,0.371738055,0.330560042,21,21,"Terrestrial",NA,8546.89,31.4,5,1.049,NA,"Generation length for mammals","A dataset on the morphological, life-history and ecological traits of the mammals in China","https://neprimateconservancy.org/assam-macaque/","Generation length for mammals"
"KP330231.1","Macaca_leonina_KP330231.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_leonina",8.0244e-10,7.695764e-09,"Mammals2349",11.61314251,2.9144097,19.109756097561,23.36963043,26.39448486,26.25280457,18.86626282,0.280212257,0.503060277,0.357190689,0.38499448,0.371564822,0.35002963,20,21,"Terrestrial",NA,7783,38,3.3,1,NA,"Generation length for mammals","Worldspecies.org","Worldspecies.org","Worldspecies.org"
"KJ567057.1","Macaca_silenus_KJ567057.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_silenus",7.98338e-10,5.444557e-09,"Mammals2349",11.61314251,2.9144097,11.7307692307692,24.13210907,11.93630127,26.25435486,22.85638123,0.522670389,0.503060277,0.396040528,0.507464925,0.371642429,0.350509184,23,22,"Terrestrial",NA,5995.25,40,4.92,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"MT300252.1","Macaca_maura_MT300252.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_maura",5.88333e-10,8.962367e-09,"Mammals2349",11.61314251,4.55547382,4.5,25.74894104,4.766228638,26.5802124,25.08152618,0.490346556,0.503060277,0.405493417,0.629662684,0.371700788,0.340182417,23,23,"Terrestrial",NA,7290.3,33,5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"MT300242.1","Macaca_hecki_MT300242.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_hecki",7.41973e-10,8.14819e-09,"Mammals2349",11.61314251,4.31522143,0.8,24.57342987,2.164098663,24.85070343,24.27165375,0.490346556,0.503060277,0.388732658,0.629662684,0.371695331,0.348271163,23,23,"Terrestrial",NA,11200,38,4.17,1,NA,"Generation length for mammals","Worldspecies.org","Worldspecies.org","Worldspecies.org"
"MT300250.1","Macaca_brunnescens_MT300250.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_ochreata",6.23165e-10,9.930995e-09,"Mammals2349",11.61314251,3.60096567,5,26.34607849,4.958730774,27.0561676,25.50502014,0.334122882,0.503060277,0.372704796,0.369800956,0.371676009,0.342918111,21,21,"Terrestrial",NA,2745.5,29,4.17,1,NA,"Generation length for mammals","Worldspecies.org","Worldspecies.org","Generation length for mammals"
"MT300228.1","Macaca_nemestrina_MT300228.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_nemestrina",9.22225e-10,9.921661e-09,"Mammals2349",11.61314251,3.60096567,2.87956204379562,25.29257355,3.597918091,25.8197113,24.76769104,0.449134333,0.503060277,0.407664231,0.641085913,0.371702355,0.360940437,22,23,"Terrestrial",NA,7820.78,35.95,3,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"MT300237.1","Macaca_nigrescens_MT300237.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_nigrescens",8.45534e-10,8.991661e-09,"Mammals2349",11.61314251,3.99277105,1,24.11449738,2.385778351,24.39648438,23.71906738,0.2762084,0.503060277,0.363410556,0.284892653,0.371600477,0.351348475,20,20,"Terrestrial",NA,9500,34,4.67,1,NA,"Generation length for mammals","Worldspecies.org","Worldspecies.org","Worldspecies.org"
"MT300249.1","Macaca_tonkeana_MT300249.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_tonkeana",8.26435e-10,9.634278e-09,"Mammals2349",11.61314251,3.62975877,2.1,22.522258,3.063859863,22.94448547,22.05246735,0.406613995,0.503060277,0.384460218,0.491457662,0.371720907,0.347540145,22,22,"Terrestrial",NA,10035.53,28.4,3,1.102819397,NA,"Generation length for mammals","Estimated by maximum longevity of Primates","https://neprimateconservancy.org/tonkean-macaque/","worldspecies.org"
"MT300233.1","Macaca_nigra_MT300233.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Macaca_nigra",9.14418e-10,9.944925e-09,"Mammals2349",11.61314251,3.62975877,1.16666666666667,24.56532898,2.044077606,24.8216156,24.26702271,0.678610496,0.503059071,0.43455542,0.962231806,0.371753261,0.400619246,24,24,"Terrestrial",NA,7359.39,26,5.47,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"MH985853.1","Oryctolagus_cuniculus_MH985853.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Oryctolagus_cuniculus",4.1979e-10,2.1161491e-08,"Mammals2314",13.16222404,13.16222337,40.5641025641026,13.64790802,57.28094238,22.22097778,6.350556946,0.084382289,0.216961135,0.144227758,0.066801308,0.242945824,0.147034181,16,15,"Terrestrial",NA,1590.57,13.5,0.33,5.54,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KJ397612.1","Lepus_capensis_KJ397612.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_capensis",3.05087e-10,1.5507575e-08,"Mammals2314",13.16222404,4.28767815,23.2086546700943,22.3365036,53.03430176,29.25071411,14.59896851,0.392171778,0.324553626,0.317224044,0.39747322,0.344514918,0.322493989,21,22,"Terrestrial",NA,2047.11,12.5,0.62,2.58,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Life history characteristics of non-volant placental mammals","Animal Diversity Web"
"KJ397614.1","Lepus_californicus_KJ397614.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_californicus",4.65998e-10,1.8306932e-08,"Mammals2314",13.16222404,3.54478999,35.1469387755102,14.61577606,74.66314941,24.86594543,4.315808105,0.689100961,0.319537965,0.254023344,0.817402816,0.344647489,0.284121614,20,21,"Terrestrial",NA,2422.48,9.3,0.84,2.93,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KJ397613.1","Lepus_americanus_haplotype_KJ397613.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_americanus",7.42057e-10,2.399852e-08,"Mammals2314",13.16222404,3.54478999,54.9044265593561,-0.195313406,112.4938281,14.77926483,-15.63657532,0.124219846,0.301340741,0.191147271,0.094801509,0.32252484,0.173260806,16,16,"Terrestrial",NA,1568.42,8,1,3.28,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ219662.1","Lepus_hainanus_JQ219662.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_hainanus",6.43723e-10,1.5770218e-08,"Mammals2314",13.16222404,3.32812832,19.5,24.47763062,34.61747559,28.45895691,19.17089386,0.433465385,0.323185034,0.31574111,0.358693456,0.344413135,0.267737584,22,21,"Terrestrial",NA,1511.67,6,0.600424658,2.272,NA,"Generation length for mammals","A dataset on the morphological, life-history and ecological traits of the mammals in China","A dataset on the morphological, life-history and ecological traits of the mammals in China","Animal Diversity Web"
"KY211030.1","Lepus_europaeus_KY211030.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_europaeus",3.95103e-10,2.0786157e-08,"Mammals2314",13.16222404,2.57249216,50.539501039501,7.06595993,95.52260742,19.94403534,-5.824520493,0.363769153,0.323185034,0.331380576,0.292056356,0.343992675,0.288611982,23,21,"Terrestrial",NA,3816.43,11.35,0.65,2.82,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals"
"KJ397611.1","Lepus_granatensis_KJ397611.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_granatensis",5.39257e-10,2.1118028e-08,"Mammals2314",13.16222404,2.57249216,40,14.02091675,57.87458496,22.71531219,6.651396942,0.341230063,0.323185034,0.324660011,0.292056356,0.344246528,0.27322091,23,21,"Terrestrial",NA,2323.94,9,0.5,2,NA,"Generation length for mammals","Worldspecies.org","Worldspecies.org","Worldspecies.org"
"MT376741.1","Lepus_oiostolus_MT376741.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_oiostolus",3.97549e-10,1.8953543e-08,"Mammals2314",13.16222404,3.20507042,33.9709897610921,-1.318444061,78.76964844,9.156993103,-12.4756485,0.350764676,0.322655909,0.282695997,0.372754814,0.344244131,0.283331961,20,23,"Terrestrial",NA,2468.55,8.206257303,0.7,3,NA,"Generation length for mammals","worldspecies.org","A dataset on the morphological, life-history and ecological traits of the mammals in China","Estimated by body mass of Lagomorpha"
"KM362831.1","Lepus_sinensis_KM362831.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_sinensis",5.69356e-10,2.3024475e-08,"Mammals2314",13.16222404,2.78320322,25.9807692307692,19.03078003,66.5992334,27.55987854,9.368696594,0.364440878,0.323221165,0.320446742,0.337434733,0.344461772,0.293525974,22,23,"Terrestrial",NA,1607.41,7.351877854,0.57,4,NA,"Generation length for mammals","Baidu","A dataset on the morphological, life-history and ecological traits of the mammals in China","Estimated by body mass of Lagomorpha"
"KY786038.1","Lepus_arcticus_KY786038.1","Lagomorpha","Mammalia","Mammals","Endotherms","Mammalia","Lagomorpha","Leporidae","Lepus_arcticus",3.59387e-10,1.9691465e-08,"Mammals2314",13.16222404,1.27376993,72.9010416666667,-15.00908966,127.6839941,3.23065834,-30.81085815,1.193034921,0.326964214,0.407929228,1.110658919,0.345768425,0.459507892,24,25,"Terrestrial",NA,4412.73,7,1.18,5.03,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
